,preco,quartos,area,zona,tipo
904,4195.0,2.0,47.0,norte,Apartamento
905,2300.0,2.0,47.0,norte,Apartamento
906,1100.0,2.0,47.0,norte,Apartamento
907,1850.0,2.0,47.0,norte,Apartamento
908,750.0,1.0,47.0,norte,Casa
909,2720.0,2.0,47.0,leste,Apartamento
910,3500.0,2.0,47.0,leste,Apartamento
911,1600.0,2.0,47.0,leste,Apartamento
913,1200.0,1.0,47.0,leste,Casa
914,1990.0,2.0,47.0,leste,Apartamento
915,1600.0,2.0,47.0,leste,Apartamento
916,1200.0,2.0,47.0,leste,Apartamento
917,1649.0,2.0,47.0,leste,Apartamento
918,1870.0,2.0,47.0,leste,Apartamento
919,1870.0,2.0,47.0,leste,Apartamento
920,1700.0,2.0,47.0,leste,Apartamento
921,1250.0,2.0,47.0,leste,Apartamento
922,4468.0,2.0,47.0,oeste,Apartamento
923,1950.0,2.0,47.0,oeste,Apartamento
924,1600.0,2.0,47.0,oeste,Apartamento
925,1050.0,2.0,47.0,oeste,Apartamento
927,4100.0,1.0,48.0,sul,Apartamento
928,3200.0,1.0,48.0,sul,Apartamento
929,3250.0,1.0,48.0,sul,Apartamento
930,2350.0,1.0,48.0,sul,Apartamento
931,2000.0,2.0,48.0,sul,Apartamento
932,4840.0,1.0,48.0,sul,Apartamento
933,1464.0,2.0,48.0,norte,Apartamento
934,1057.0,1.0,48.0,norte,Apartamento
935,2200.0,2.0,48.0,norte,Apartamento
936,1379.0,2.0,48.0,norte,Casa
937,1600.0,2.0,48.0,norte,Apartamento
938,2500.0,2.0,48.0,norte,Apartamento
939,1600.0,1.0,48.0,norte,Apartamento
940,1900.0,2.0,48.0,norte,Apartamento
941,1113.0,2.0,48.0,norte,Casa
942,705.0,2.0,48.0,leste,Apartamento
943,670.0,2.0,48.0,leste,Casa
944,800.0,1.0,48.0,leste,Apartamento
945,1000.0,2.0,48.0,leste,Apartamento
946,1600.0,2.0,48.0,leste,Apartamento
947,1510.0,2.0,48.0,leste,Apartamento
948,1600.0,2.0,48.0,leste,Apartamento
949,2000.0,2.0,48.0,leste,Apartamento
950,1800.0,2.0,48.0,oeste,Apartamento
951,1553.0,2.0,48.0,oeste,Apartamento
952,1595.0,2.0,49.0,sul,Apartamento
953,2400.0,1.0,49.0,sul,Apartamento
954,3300.0,1.0,49.0,sul,Apartamento
955,2400.0,2.0,49.0,sul,Apartamento
956,2270.0,1.0,49.0,sul,Apartamento
957,1250.0,2.0,49.0,norte,Apartamento
958,1324.0,2.0,49.0,norte,Apartamento
959,1000.0,2.0,49.0,norte,Apartamento
960,1400.0,2.0,49.0,norte,Apartamento
961,1200.0,2.0,49.0,norte,Apartamento
962,1400.0,2.0,49.0,norte,Apartamento
963,1550.0,2.0,49.0,norte,Apartamento
964,950.0,2.0,49.0,leste,Apartamento
965,5060.0,1.0,49.0,leste,Apartamento
966,2100.0,2.0,49.0,leste,Apartamento
967,2750.0,2.0,49.0,leste,Apartamento
968,1300.0,2.0,49.0,leste,Apartamento
969,1800.0,2.0,49.0,leste,Apartamento
970,1500.0,2.0,49.0,leste,Apartamento
971,2100.0,2.0,49.0,leste,Apartamento
972,1500.0,2.0,49.0,leste,Apartamento
973,1171.0,2.0,49.0,leste,Apartamento
974,1100.0,2.0,49.0,leste,Apartamento
975,1030.0,2.0,49.0,leste,Apartamento
976,3000.0,1.0,49.0,leste,Apartamento
977,1650.0,2.0,49.0,leste,Apartamento
978,2000.0,2.0,49.0,leste,Apartamento
979,2500.0,2.0,49.0,oeste,Apartamento
980,2430.0,1.0,49.0,oeste,Apartamento
981,5977.0,1.0,49.0,oeste,Apartamento
982,3500.0,1.0,49.0,oeste,Apartamento
983,2200.0,1.0,49.0,oeste,Apartamento
984,2300.0,1.0,50.0,sul,Apartamento
985,3400.0,2.0,50.0,sul,Apartamento
986,2290.0,1.0,50.0,sul,Apartamento
987,2500.0,2.0,50.0,sul,Apartamento
988,6000.0,1.0,50.0,sul,Apartamento
989,3300.0,1.0,50.0,sul,Apartamento
990,2400.0,1.0,50.0,sul,Apartamento
991,3200.0,1.0,50.0,sul,Apartamento
992,4200.0,1.0,50.0,sul,Apartamento
993,2500.0,1.0,50.0,sul,Apartamento
994,3500.0,2.0,50.0,sul,Apartamento
995,3502.0,2.0,50.0,sul,Apartamento
996,3500.0,2.0,50.0,sul,Apartamento
997,4050.0,1.0,50.0,sul,Apartamento
998,3300.0,1.0,50.0,sul,Apartamento
999,2500.0,1.0,50.0,sul,Apartamento
1000,3200.0,1.0,50.0,sul,Apartamento
1001,2500.0,1.0,50.0,sul,Apartamento
1002,3100.0,1.0,50.0,sul,Apartamento
1003,9500.0,1.0,50.0,sul,Apartamento
1004,2400.0,1.0,50.0,norte,Apartamento
1005,3500.0,2.0,50.0,norte,Apartamento
1006,2650.0,2.0,50.0,norte,Apartamento
1007,2600.0,2.0,50.0,norte,Apartamento
1008,2600.0,2.0,50.0,norte,Apartamento
1009,2600.0,2.0,50.0,norte,Apartamento
1010,2400.0,1.0,50.0,norte,Apartamento
1011,3500.0,2.0,50.0,norte,Apartamento
1012,3500.0,2.0,50.0,norte,Apartamento
1013,2550.0,2.0,50.0,norte,Apartamento
1014,3515.0,2.0,50.0,norte,Apartamento
1015,1100.0,2.0,50.0,norte,Apartamento
1016,1550.0,2.0,50.0,norte,Apartamento
1018,1400.0,2.0,50.0,norte,Apartamento
1019,1400.0,2.0,50.0,norte,Apartamento
1020,1200.0,2.0,50.0,norte,Apartamento
1021,2000.0,1.0,50.0,norte,Apartamento
1022,1800.0,1.0,50.0,norte,Apartamento
1023,1750.0,1.0,50.0,norte,Apartamento
1024,1375.0,2.0,50.0,norte,Apartamento
1025,1100.0,1.0,50.0,norte,Casa
1026,1400.0,2.0,50.0,norte,Apartamento
1027,2000.0,2.0,50.0,norte,Apartamento
1028,1048.0,1.0,50.0,norte,Apartamento
1029,3000.0,2.0,50.0,norte,Apartamento
1030,1300.0,2.0,50.0,norte,Casa
1031,1400.0,1.0,50.0,norte,Casa
1032,1300.0,2.0,50.0,norte,Apartamento
1033,700.0,1.0,50.0,norte,Casa
1034,1250.0,2.0,50.0,norte,Apartamento
1035,700.0,1.0,50.0,norte,Casa
1036,2300.0,2.0,50.0,norte,Casa
1037,1700.0,2.0,50.0,norte,Apartamento
1038,1500.0,2.0,50.0,norte,Apartamento
1039,1700.0,2.0,50.0,norte,Apartamento
1040,2500.0,2.0,50.0,norte,Apartamento
1041,1300.0,2.0,50.0,norte,Apartamento
1042,1700.0,2.0,50.0,norte,Apartamento
1043,1400.0,2.0,50.0,norte,Casa
1044,1700.0,2.0,50.0,norte,Apartamento
1046,1000.0,2.0,50.0,norte,Apartamento
1047,1400.0,2.0,50.0,norte,Apartamento
1048,1700.0,2.0,50.0,norte,Apartamento
1049,1700.0,2.0,50.0,norte,Apartamento
1050,900.0,2.0,50.0,norte,Apartamento
1051,2500.0,2.0,50.0,norte,Apartamento
1052,1200.0,2.0,50.0,norte,Apartamento
1053,699.0,1.0,50.0,norte,Casa
1054,592.0,1.0,50.0,norte,Apartamento
1055,830.0,1.0,50.0,norte,Casa
1056,800.0,2.0,50.0,norte,Casa
1057,643.0,1.0,50.0,norte,Casa
1058,850.0,1.0,50.0,norte,Casa
1059,640.0,1.0,50.0,norte,Casa
1060,2500.0,1.0,50.0,norte,Apartamento
1061,858.0,1.0,50.0,norte,Casa
1062,1000.0,1.0,50.0,norte,Apartamento
1063,850.0,2.0,50.0,norte,Apartamento
1064,1150.0,1.0,50.0,norte,Apartamento
1065,1010.0,2.0,50.0,norte,Apartamento
1066,1350.0,2.0,50.0,norte,Casa
1067,1700.0,2.0,50.0,norte,Apartamento
1068,1210.0,1.0,50.0,norte,Casa
1069,1500.0,2.0,50.0,norte,Casa
1070,1400.0,2.0,50.0,norte,Apartamento
1071,1350.0,1.0,50.0,norte,Casa
1072,1990.0,2.0,50.0,norte,Apartamento
1073,970.0,1.0,50.0,norte,Casa
1074,1200.0,1.0,50.0,norte,Casa
1075,2600.0,2.0,50.0,leste,Apartamento
1076,2300.0,1.0,50.0,leste,Apartamento
1077,1400.0,2.0,50.0,leste,Apartamento
1078,2560.0,2.0,50.0,leste,Apartamento
1079,3300.0,1.0,50.0,leste,Apartamento
1080,3200.0,1.0,50.0,leste,Apartamento
1081,3500.0,2.0,50.0,leste,Apartamento
1082,1600.0,2.0,50.0,leste,Apartamento
1083,2200.0,2.0,50.0,leste,Apartamento
1084,1150.0,2.0,50.0,leste,Apartamento
1085,1500.0,2.0,50.0,leste,Apartamento
1086,1100.0,2.0,50.0,leste,Apartamento
1087,3000.0,1.0,50.0,leste,Apartamento
1089,1100.0,2.0,50.0,leste,Apartamento
1090,750.0,2.0,50.0,leste,Apartamento
1091,1360.0,2.0,50.0,leste,Casa
1092,1600.0,2.0,50.0,leste,Apartamento
1093,1500.0,2.0,50.0,leste,Apartamento
1094,711.0,1.0,50.0,leste,Casa
1095,1400.0,2.0,50.0,leste,Casa
1096,1400.0,1.0,50.0,leste,Apartamento
1097,1400.0,2.0,50.0,leste,Apartamento
1098,1200.0,2.0,50.0,leste,Casa
1099,1800.0,2.0,50.0,leste,Apartamento
1100,2000.0,2.0,50.0,leste,Apartamento
1101,1500.0,2.0,50.0,leste,Apartamento
1102,1400.0,2.0,50.0,leste,Apartamento
1103,1350.0,1.0,50.0,leste,Casa
1104,1200.0,2.0,50.0,leste,Apartamento
1105,1200.0,2.0,50.0,leste,Apartamento
1106,1100.0,1.0,50.0,leste,Casa
1107,1100.0,2.0,50.0,leste,Casa
1108,655.0,1.0,50.0,leste,Casa
1109,1600.0,2.0,50.0,leste,Apartamento
1110,2200.0,2.0,50.0,leste,Apartamento
1111,2000.0,2.0,50.0,leste,Apartamento
1112,1800.0,2.0,50.0,leste,Apartamento
1113,1700.0,2.0,50.0,leste,Apartamento
1114,1700.0,2.0,50.0,leste,Apartamento
1115,1700.0,2.0,50.0,leste,Apartamento
1116,1500.0,2.0,50.0,leste,Apartamento
1117,1350.0,2.0,50.0,leste,Apartamento
1118,1500.0,2.0,50.0,leste,Apartamento
1119,1300.0,2.0,50.0,leste,Apartamento
1120,1300.0,1.0,50.0,leste,Casa
1121,1200.0,2.0,50.0,leste,Apartamento
1122,1490.0,2.0,50.0,leste,Casa
1123,1550.0,1.0,50.0,leste,Casa
1124,1000.0,2.0,50.0,leste,Apartamento
1125,1100.0,1.0,50.0,leste,Casa
1126,936.0,1.0,50.0,leste,Casa
1127,1200.0,2.0,50.0,leste,Casa
1128,1750.0,2.0,50.0,leste,Apartamento
1129,1100.0,3.0,50.0,leste,Apartamento
1130,1450.0,2.0,50.0,leste,Apartamento
1131,3284.0,1.0,50.0,oeste,Apartamento
1132,1800.0,2.0,50.0,oeste,Apartamento
1133,2250.0,1.0,50.0,oeste,Apartamento
1134,2400.0,1.0,50.0,oeste,Apartamento
1135,3200.0,1.0,50.0,oeste,Apartamento
1136,3200.0,1.0,50.0,oeste,Apartamento
1137,4142.0,1.0,50.0,oeste,Apartamento
1138,1300.0,2.0,50.0,oeste,Apartamento
1139,1300.0,2.0,50.0,oeste,Apartamento
1140,2700.0,1.0,50.0,oeste,Apartamento
1141,2380.0,2.0,50.0,oeste,Apartamento
1142,1800.0,1.0,50.0,oeste,Apartamento
1143,1200.0,2.0,50.0,oeste,Apartamento
1144,2100.0,2.0,50.0,oeste,Apartamento
1145,1470.0,2.0,50.0,oeste,Apartamento
1146,1200.0,1.0,50.0,oeste,Casa
1147,2000.0,2.0,50.0,oeste,Apartamento
1148,3200.0,1.0,50.0,oeste,Apartamento
1149,2950.0,2.0,50.0,oeste,Apartamento
1150,2500.0,2.0,50.0,oeste,Apartamento
1151,2950.0,1.0,50.0,oeste,Apartamento
1152,1800.0,2.0,50.0,oeste,Apartamento
1153,3000.0,2.0,50.0,oeste,Apartamento
1154,2200.0,2.0,50.0,oeste,Apartamento
1155,1600.0,1.0,50.0,oeste,Casa
1156,5100.0,1.0,50.0,oeste,Apartamento
1157,3000.0,2.0,50.0,oeste,Apartamento
1158,1550.0,2.0,50.0,oeste,Apartamento
1159,1500.0,2.0,50.0,oeste,Casa
1160,1800.0,2.0,50.0,oeste,Apartamento
1161,1800.0,2.0,50.0,oeste,Apartamento
1162,900.0,1.0,50.0,oeste,Casa
1163,3200.0,2.0,50.0,oeste,Apartamento
1164,1000.0,2.0,50.0,oeste,Apartamento
1165,900.0,2.0,50.0,oeste,Apartamento
1166,1550.0,2.0,50.0,oeste,Apartamento
1167,3260.0,1.0,51.0,sul,Apartamento
1168,1200.0,2.0,51.0,norte,Apartamento
1169,2200.0,1.0,51.0,norte,Apartamento
1170,1500.0,2.0,51.0,norte,Apartamento
1171,1200.0,2.0,51.0,norte,Apartamento
1172,1207.0,2.0,51.0,norte,Apartamento
1173,1250.0,1.0,51.0,norte,Apartamento
1174,2820.0,3.0,51.0,leste,Apartamento
1175,3400.0,2.0,51.0,leste,Apartamento
1176,2700.0,2.0,51.0,leste,Apartamento
1177,2300.0,1.0,52.0,sul,Apartamento
1178,5000.0,1.0,52.0,sul,Apartamento
1179,5800.0,1.0,52.0,sul,Apartamento
1180,3323.0,1.0,52.0,sul,Apartamento
1182,1285.0,2.0,52.0,norte,Apartamento
1183,1500.0,2.0,52.0,norte,Apartamento
1184,1800.0,2.0,52.0,norte,Apartamento
1185,1280.0,1.0,52.0,norte,Apartamento
1186,2600.0,2.0,52.0,norte,Apartamento
1187,1400.0,2.0,52.0,norte,Apartamento
1189,1649.0,2.0,52.0,norte,Apartamento
1190,2160.0,2.0,52.0,norte,Apartamento
1191,1300.0,2.0,52.0,leste,Apartamento
1192,1490.0,2.0,52.0,leste,Apartamento
1193,1620.0,2.0,52.0,leste,Apartamento
1194,665.0,2.0,52.0,leste,Apartamento
1195,2000.0,2.0,52.0,leste,Apartamento
1196,1500.0,2.0,52.0,leste,Apartamento
1197,1300.0,2.0,52.0,leste,Apartamento
1198,2300.0,2.0,52.0,leste,Apartamento
1199,2700.0,2.0,52.0,oeste,Apartamento
1200,1300.0,3.0,52.0,oeste,Apartamento
1201,1206.0,2.0,53.0,sul,Apartamento
1202,3300.0,1.0,53.0,sul,Apartamento
1203,2100.0,1.0,53.0,sul,Apartamento
1204,1700.0,2.0,53.0,norte,Apartamento
1205,2040.0,2.0,53.0,norte,Apartamento
1206,1600.0,2.0,53.0,norte,Apartamento
1207,2000.0,2.0,53.0,norte,Apartamento
1208,1100.0,2.0,53.0,norte,Apartamento
1209,1250.0,2.0,53.0,norte,Apartamento
1210,850.0,2.0,53.0,leste,Apartamento
1211,1150.0,2.0,53.0,leste,Apartamento
1212,2480.0,1.0,53.0,oeste,Apartamento
1213,1995.0,2.0,53.0,oeste,Apartamento
1214,3500.0,2.0,54.0,sul,Apartamento
1215,3500.0,2.0,54.0,sul,Apartamento
1216,2400.0,1.0,54.0,sul,Apartamento
1217,4200.0,1.0,54.0,sul,Apartamento
1218,4300.0,2.0,54.0,sul,Apartamento
1219,4300.0,2.0,54.0,sul,Apartamento
1220,4400.0,2.0,54.0,sul,Apartamento
1221,4360.0,2.0,54.0,sul,Apartamento
1222,1800.0,2.0,54.0,sul,Apartamento
1223,1600.0,2.0,54.0,norte,Apartamento
1225,1400.0,2.0,54.0,norte,Apartamento
1226,2600.0,2.0,54.0,leste,Apartamento
1227,1150.0,2.0,54.0,leste,Apartamento
1228,850.0,1.0,54.0,leste,Casa
1229,3000.0,2.0,54.0,leste,Apartamento
1230,1700.0,2.0,54.0,leste,Apartamento
1231,1750.0,2.0,54.0,leste,Apartamento
1232,1350.0,2.0,54.0,leste,Apartamento
1233,2520.0,2.0,54.0,oeste,Apartamento
1234,2520.0,2.0,54.0,oeste,Apartamento
1235,5000.0,1.0,54.0,oeste,Apartamento
1236,2640.0,2.0,54.0,oeste,Apartamento
1237,1700.0,2.0,54.0,oeste,Apartamento
1238,1600.0,2.0,54.0,oeste,Apartamento
1239,1300.0,2.0,54.0,oeste,Apartamento
1240,2800.0,2.0,54.0,oeste,Apartamento
1241,2400.0,2.0,54.0,oeste,Apartamento
1242,1700.0,2.0,54.0,oeste,Apartamento
1243,1758.0,2.0,54.0,oeste,Apartamento
1244,2300.0,1.0,55.0,sul,Apartamento
1245,4500.0,2.0,55.0,sul,Apartamento
1246,2350.0,1.0,55.0,sul,Apartamento
1247,2500.0,2.0,55.0,sul,Apartamento
1248,2550.0,2.0,55.0,sul,Apartamento
1249,3360.0,1.0,55.0,sul,Apartamento
1250,5000.0,1.0,55.0,sul,Apartamento
1251,3280.0,1.0,55.0,sul,Apartamento
1253,1600.0,2.0,55.0,sul,Apartamento
1254,2244.0,1.0,55.0,sul,Apartamento
1255,3500.0,2.0,55.0,sul,Apartamento
1256,2000.0,2.0,55.0,sul,Apartamento
1257,1700.0,2.0,55.0,norte,Apartamento
1258,1400.0,2.0,55.0,norte,Apartamento
1259,1400.0,2.0,55.0,norte,Apartamento
1260,1500.0,2.0,55.0,norte,Apartamento
1261,1150.0,2.0,55.0,norte,Casa
1262,1658.0,2.0,55.0,norte,Apartamento
1263,1450.0,2.0,55.0,norte,Casa
1264,2500.0,3.0,55.0,norte,Apartamento
1265,3000.0,2.0,55.0,norte,Apartamento
1266,1700.0,2.0,55.0,norte,Apartamento
1267,1160.0,1.0,55.0,norte,Casa
1268,1200.0,2.0,55.0,norte,Apartamento
1269,1400.0,2.0,55.0,norte,Apartamento
1270,1400.0,2.0,55.0,norte,Apartamento
1271,1400.0,2.0,55.0,norte,Apartamento
1272,1100.0,2.0,55.0,norte,Casa
1273,1500.0,2.0,55.0,norte,Apartamento
1274,1200.0,2.0,55.0,norte,Apartamento
1275,1300.0,2.0,55.0,norte,Apartamento
1276,750.0,1.0,55.0,norte,Casa
1277,1100.0,2.0,55.0,norte,Apartamento
1278,1500.0,2.0,55.0,norte,Apartamento
1279,1365.0,2.0,55.0,norte,Apartamento
1280,1020.0,2.0,55.0,norte,Apartamento
1281,1200.0,1.0,55.0,norte,Apartamento
1282,2590.0,2.0,55.0,leste,Apartamento
1283,5000.0,1.0,55.0,leste,Apartamento
1284,1020.0,2.0,55.0,leste,Apartamento
1285,1200.0,2.0,55.0,leste,Apartamento
1286,1002.0,2.0,55.0,leste,Apartamento
1287,3200.0,1.0,55.0,leste,Apartamento
1288,1044.0,1.0,55.0,leste,Casa
1289,980.0,2.0,55.0,leste,Apartamento
1290,1700.0,2.0,55.0,leste,Casa
1291,2940.0,2.0,55.0,leste,Apartamento
1292,1858.0,2.0,55.0,leste,Apartamento
1293,1650.0,2.0,55.0,leste,Apartamento
1294,1900.0,2.0,55.0,oeste,Apartamento
1295,1550.0,2.0,55.0,oeste,Apartamento
1296,1600.0,1.0,55.0,oeste,Casa
1297,1380.0,2.0,55.0,oeste,Apartamento
1298,1600.0,1.0,55.0,oeste,Apartamento
1299,1500.0,2.0,55.0,oeste,Apartamento
1300,2200.0,2.0,55.0,oeste,Apartamento
1301,1300.0,1.0,55.0,oeste,Apartamento
1302,3500.0,2.0,56.0,sul,Apartamento
1303,2350.0,2.0,56.0,sul,Apartamento
1304,3500.0,2.0,56.0,sul,Apartamento
1305,2650.0,2.0,56.0,sul,Apartamento
1306,2580.0,2.0,56.0,sul,Apartamento
1307,6000.0,2.0,56.0,sul,Apartamento
1308,5200.0,2.0,56.0,sul,Apartamento
1309,1490.0,2.0,56.0,sul,Apartamento
1310,2700.0,2.0,56.0,sul,Apartamento
1311,5000.0,1.0,56.0,norte,Apartamento
1312,963.0,1.0,56.0,norte,Casa
1313,1750.0,2.0,56.0,norte,Apartamento
1314,1300.0,2.0,56.0,norte,Apartamento
1315,1950.0,2.0,56.0,norte,Apartamento
1316,2330.0,2.0,56.0,norte,Apartamento
1317,1750.0,2.0,56.0,norte,Apartamento
1318,1200.0,2.0,56.0,norte,Apartamento
1319,5250.0,4.0,56.0,leste,Casa
1320,900.0,1.0,56.0,leste,Apartamento
1321,1668.0,2.0,56.0,leste,Apartamento
1322,980.0,1.0,56.0,leste,Casa
1323,1300.0,2.0,56.0,leste,Casa
1324,1100.0,2.0,56.0,leste,Apartamento
1325,1100.0,1.0,56.0,leste,Apartamento
1326,1300.0,3.0,56.0,leste,Apartamento
1327,2650.0,2.0,56.0,oeste,Apartamento
1328,2700.0,2.0,56.0,oeste,Apartamento
1329,3650.0,2.0,56.0,oeste,Apartamento
1330,1100.0,3.0,56.0,oeste,Apartamento
1331,5499.0,2.0,56.0,oeste,Apartamento
1332,5499.0,2.0,56.0,oeste,Apartamento
1333,5499.0,2.0,56.0,oeste,Apartamento
1334,5499.0,2.0,56.0,oeste,Apartamento
1335,2300.0,1.0,57.0,sul,Apartamento
1336,3400.0,2.0,57.0,sul,Apartamento
1337,2600.0,2.0,57.0,sul,Apartamento
1338,3350.0,2.0,57.0,sul,Apartamento
1339,4250.0,2.0,57.0,sul,Apartamento
1340,3500.0,2.0,57.0,norte,Apartamento
1341,2200.0,2.0,57.0,norte,Apartamento
1342,1900.0,2.0,57.0,norte,Apartamento
1343,1500.0,2.0,57.0,norte,Apartamento
1344,1650.0,3.0,57.0,norte,Apartamento
1345,2205.0,2.0,57.0,norte,Apartamento
1347,1200.0,2.0,57.0,norte,Apartamento
1348,1093.0,2.0,57.0,norte,Casa
1349,2700.0,2.0,57.0,leste,Apartamento
1350,1200.0,2.0,57.0,leste,Apartamento
1351,1600.0,2.0,57.0,leste,Apartamento
1352,1150.0,2.0,57.0,leste,Apartamento
1353,1270.0,1.0,57.0,leste,Apartamento
1354,3264.0,1.0,57.0,oeste,Apartamento
1355,2500.0,2.0,57.0,oeste,Apartamento
1356,1600.0,2.0,57.0,oeste,Apartamento
1357,5000.0,1.0,57.0,oeste,Apartamento
1358,2200.0,2.0,57.0,oeste,Apartamento
1359,2000.0,2.0,57.0,oeste,Apartamento
1360,1440.0,2.0,57.0,oeste,Apartamento
1361,3200.0,1.0,58.0,sul,Apartamento
1362,4620.0,2.0,58.0,sul,Apartamento
1363,1600.0,1.0,58.0,sul,Apartamento
1364,2600.0,2.0,58.0,sul,Apartamento
1365,2500.0,2.0,58.0,sul,Apartamento
1366,5300.0,2.0,58.0,sul,Apartamento
1367,2500.0,2.0,58.0,sul,Apartamento
1368,3500.0,2.0,58.0,sul,Apartamento
1369,2600.0,2.0,58.0,norte,Apartamento
1370,2520.0,2.0,58.0,norte,Apartamento
1371,2500.0,2.0,58.0,norte,Apartamento
1372,829.0,2.0,58.0,norte,Apartamento
1373,2000.0,2.0,58.0,norte,Apartamento
1374,2300.0,2.0,58.0,norte,Apartamento
1375,2604.0,3.0,58.0,norte,Apartamento
1376,950.0,2.0,58.0,norte,Apartamento
1377,6000.0,2.0,58.0,leste,Apartamento
1379,1850.0,2.0,58.0,leste,Apartamento
1380,1155.0,2.0,58.0,leste,Apartamento
1381,1700.0,2.0,58.0,leste,Apartamento
1382,2200.0,2.0,58.0,leste,Apartamento
1383,3550.0,1.0,58.0,oeste,Apartamento
1384,2550.0,2.0,58.0,oeste,Apartamento
1385,2335.0,1.0,58.0,oeste,Apartamento
1386,2500.0,2.0,58.0,oeste,Apartamento
1387,2500.0,2.0,58.0,oeste,Apartamento
1388,2000.0,2.0,58.0,oeste,Apartamento
1389,2517.0,2.0,58.0,oeste,Apartamento
1390,1600.0,2.0,58.0,oeste,Apartamento
1391,5000.0,2.0,58.0,oeste,Apartamento
1392,2580.0,2.0,59.0,sul,Apartamento
1393,2000.0,1.0,59.0,sul,Apartamento
1394,2500.0,2.0,59.0,norte,Apartamento
1395,2100.0,2.0,59.0,norte,Apartamento
1396,1650.0,2.0,59.0,norte,Apartamento
1397,1900.0,2.0,59.0,norte,Apartamento
1398,1600.0,2.0,59.0,norte,Apartamento
1399,2200.0,3.0,59.0,leste,Apartamento
1400,980.0,1.0,59.0,leste,Apartamento
1401,2600.0,2.0,59.0,oeste,Apartamento
1402,2600.0,2.0,59.0,oeste,Apartamento
1403,1900.0,2.0,59.0,oeste,Apartamento
1404,1250.0,2.0,59.0,oeste,Apartamento
1405,2800.0,2.0,59.0,oeste,Apartamento
1406,2700.0,1.0,60.0,sul,Casa
1407,2650.0,2.0,60.0,sul,Apartamento
1408,2650.0,2.0,60.0,sul,Apartamento
1409,4300.0,2.0,60.0,sul,Apartamento
1410,2450.0,2.0,60.0,sul,Apartamento
1411,2584.0,2.0,60.0,sul,Apartamento
1412,2700.0,2.0,60.0,sul,Apartamento
1413,2600.0,2.0,60.0,sul,Apartamento
1414,2300.0,1.0,60.0,sul,Apartamento
1415,2600.0,2.0,60.0,sul,Apartamento
1416,3500.0,2.0,60.0,sul,Apartamento
1417,2500.0,2.0,60.0,sul,Apartamento
1418,5300.0,2.0,60.0,sul,Apartamento
1419,3500.0,2.0,60.0,sul,Apartamento
1420,2100.0,2.0,60.0,sul,Apartamento
1421,3000.0,2.0,60.0,sul,Apartamento
1422,6000.0,1.0,60.0,sul,Apartamento
1423,2400.0,1.0,60.0,sul,Apartamento
1424,3488.0,2.0,60.0,sul,Apartamento
1425,1800.0,2.0,60.0,norte,Apartamento
1426,2560.0,2.0,60.0,norte,Apartamento
1427,2640.0,1.0,60.0,norte,Casa
1429,1800.0,2.0,60.0,norte,Apartamento
1430,1500.0,2.0,60.0,norte,Apartamento
1431,1700.0,2.0,60.0,norte,Apartamento
1432,2400.0,2.0,60.0,norte,Apartamento
1433,1500.0,2.0,60.0,norte,Apartamento
1434,750.0,1.0,60.0,norte,Casa
1435,1200.0,1.0,60.0,norte,Casa
1436,1400.0,2.0,60.0,norte,Casa
1437,1550.0,2.0,60.0,norte,Casa
1438,1550.0,2.0,60.0,norte,Casa
1439,1200.0,2.0,60.0,norte,Casa
1440,900.0,1.0,60.0,norte,Casa
1441,1526.0,1.0,60.0,norte,Casa
1442,1297.0,2.0,60.0,norte,Apartamento
1443,1690.0,2.0,60.0,norte,Apartamento
1444,1600.0,2.0,60.0,norte,Apartamento
1445,1600.0,2.0,60.0,norte,Apartamento
1446,1250.0,2.0,60.0,norte,Apartamento
1447,1600.0,3.0,60.0,norte,Apartamento
1448,1150.0,2.0,60.0,norte,Apartamento
1449,630.0,1.0,60.0,norte,Casa
1450,1550.0,2.0,60.0,norte,Casa
1451,760.0,1.0,60.0,norte,Casa
1452,1800.0,2.0,60.0,norte,Apartamento
1453,1500.0,2.0,60.0,norte,Apartamento
1454,1300.0,2.0,60.0,norte,Casa
1455,1530.0,2.0,60.0,norte,Casa
1456,1250.0,2.0,60.0,norte,Casa
1457,1210.0,2.0,60.0,norte,Apartamento
1458,1150.0,2.0,60.0,norte,Casa
1459,1270.0,2.0,60.0,norte,Casa
1460,1500.0,2.0,60.0,norte,Casa
1461,939.0,1.0,60.0,norte,Casa
1462,1400.0,2.0,60.0,norte,Apartamento
1463,2550.0,2.0,60.0,leste,Apartamento
1464,2500.0,2.0,60.0,leste,Apartamento
1465,2500.0,2.0,60.0,leste,Apartamento
1466,2500.0,2.0,60.0,leste,Apartamento
1468,3000.0,2.0,60.0,leste,Apartamento
1469,2350.0,2.0,60.0,leste,Apartamento
1470,2000.0,2.0,60.0,leste,Apartamento
1471,1200.0,2.0,60.0,leste,Apartamento
1472,2000.0,2.0,60.0,leste,Apartamento
1473,700.0,2.0,60.0,leste,Casa
1474,1522.0,2.0,60.0,leste,Apartamento
1475,600.0,1.0,60.0,leste,Casa
1476,1200.0,2.0,60.0,leste,Casa
1477,1600.0,3.0,60.0,leste,Apartamento
1478,1300.0,2.0,60.0,leste,Casa
1479,800.0,1.0,60.0,leste,Casa
1480,1600.0,1.0,60.0,leste,Apartamento
1481,1000.0,2.0,60.0,leste,Apartamento
1482,800.0,1.0,60.0,leste,Casa
1483,1260.0,2.0,60.0,leste,Apartamento
